hour,price
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,-0.04
8,-0.05
9,-0.08
10,-0.09
11,-0.09
12,0.15
13,0.15
14,0.12
15,0.11
16,0.07
17,0.05
18,0.01
19,0.0
20,-0.07
21,-0.1
22,-0.1
23,-0.1
