"hour","price"
0,-0.04
1,-0.04
2,-0.04
3,-0.04
4,-0.04
5,0.14
6,0.14
7,0.14
8,0.09
9,0.1
10,0.07
11,0.02
12,0.01
13,0
14,-0.04
15,-0.04
16,-0.05
17,-0.06
18,-0.07
19,-0.06
20,-0.06
21,-0.07
22,-0.03
23,-0.04
