date,price,last_update
2026-04-01,2.279,2026-04-01T11:22:27+02:00
2026-04-02,2.259,2026-04-02T10:41:10+02:00
2026-04-03,2.349,2026-04-03T08:39:16+02:00
2026-04-04,2.399,2026-04-04T08:30:52+02:00
2026-04-05,2.419,2026-04-05T08:54:25+02:00
