"hour","price"
"00",0.02
"01",0.02
"02",0.02
"03",0.02
"04",0.02
"05",0.12
"06",0.12
"07",0.11
"08",0.03
"09",0
"10",0.06
"11",0
"12",-0.06
"13",0
"14",-0.04
"15",-0.06
"16",-0.06
"17",-0.07
"18",-0.07
"19",-0.03
"20",-0.07
"21",-0.07
"22",0.01
"23",0.01
