"hour","price"
"00",-0.06
"01",-0.06
"02",-0.06
"03",-0.06
"04",-0.06
"05",-0.02
"06",0.1
"07",0.06
"08",0.04
"09",0.03
"10",0.07
"11",0.07
"12",0.05
"13",0.06
"14",0.05
"15",0
"16",0.02
"17",0
"18",-0.03
"19",-0.03
"20",-0.03
"21",-0.06
"22",-0.06
"23",-0.06
