hour,price
0,-0.17
1,-0.17
2,-0.17
3,-0.17
4,-0.17
5,-0.17
6,-0.19
7,-0.23
8,-0.26
9,-0.26
10,-0.26
11,-0.26
12,-0.02
13,-0.01
14,-0.04
15,-0.04
16,-0.06
17,-0.08
18,-0.08
19,-0.09
20,-0.11
21,-0.12
22,-0.12
23,-0.12
