"hour","price"
"00",-0.04
"01",-0.04
"02",-0.04
"03",-0.04
"04",-0.04
"05",-0.04
"06",0.01
"07",0.06
"08",0.03
"09",0.01
"10",0.04
"11",0.05
"12",0.04
"13",0.02
"14",0.03
"15",-0.01
"16",0.01
"17",0.01
"18",-0.02
"19",0
"20",-0.01
"21",-0.01
"22",-0.01
"23",-0.01
