hour,price
0,-0.12
1,-0.12
2,-0.12
3,-0.12
4,-0.12
5,-0.12
6,-0.12
7,-0.12
8,-0.14
9,-0.21
10,-0.25
11,-0.26
12,-0.01
13,-0.01
14,-0.04
15,-0.09
16,-0.14
17,-0.19
18,-0.22
19,-0.25
20,-0.25
21,-0.25
22,-0.25
23,-0.25
