"hour","price"
0,-0.07
1,-0.07
2,-0.07
3,-0.07
4,-0.07
5,-0.06
6,-0.07
7,-0.07
8,0.03
9,0.08
10,0.1
11,0.08
12,0.07
13,0.07
14,0.05
15,0.04
16,0.05
17,0.04
18,0.02
19,0.01
20,-0.01
21,-0.04
22,-0.04
23,-0.05
