hour,price
0,-0.2
1,-0.2
2,-0.2
3,-0.2
4,-0.2
5,-0.2
6,-0.22
7,-0.22
8,-0.23
9,-0.23
10,-0.23
11,-0.23
12,-0.02
13,-0.01
14,-0.04
15,-0.07
16,-0.09
17,-0.11
18,-0.13
19,-0.17
20,-0.18
21,-0.19
22,-0.19
23,-0.19
