hour,price
0,0.09
1,0.09
2,0.09
3,0.09
4,0.09
5,0.09
6,0.09
7,0.05
8,0.02
9,0.01
10,0.0
11,0.0
12,0.17
13,0.08
14,0.08
15,0.07
16,0.04
17,0.02
18,0.02
19,0.01
20,0.0
21,0.0
22,0.0
23,0.0
