date,price,last_update
2026-04-01,2.069,2026-03-31T21:38:51+02:00
2026-04-02,2.099,2026-04-02T10:25:39+02:00
2026-04-03,2.129,2026-04-03T10:04:10+02:00
2026-04-04,2.179,2026-04-04T08:49:24+02:00
2026-04-05,2.179,2026-04-05T08:49:21+02:00
