date,price,last_update
2026-04-01,2.319,2026-04-01T06:37:59+02:00
2026-04-02,2.329,2026-04-01T15:07:27+02:00
2026-04-03,2.339,2026-04-02T18:18:26+02:00
2026-04-04,2.399,2026-04-03T13:18:09+02:00
2026-04-05,2.409,2026-04-05T09:18:44+02:00
