hour,price
0,-0.16
1,-0.16
2,-0.16
3,-0.16
4,-0.16
5,-0.16
6,-0.16
7,-0.16
8,-0.16
9,-0.17
10,-0.18
11,-0.18
12,-0.07
13,-0.14
14,-0.22
15,-0.22
16,-0.22
17,-0.23
18,-0.23
19,-0.23
20,-0.24
21,-0.25
22,-0.25
23,-0.25
