date,price,last_update
2026-04-01,2.269,2026-04-01T10:42:17+02:00
2026-04-02,2.279,2026-04-02T11:08:57+02:00
2026-04-03,2.299,2026-04-02T22:22:14+02:00
2026-04-04,2.359,2026-04-04T06:07:04+02:00
2026-04-05,2.359,2026-04-05T07:06:07+02:00
