date,price,last_update
2026-04-01,2.219,2026-04-01T11:17:13+02:00
2026-04-02,2.119,2026-04-02T00:27:03+02:00
2026-04-03,2.239,2026-04-02T18:10:08+02:00
2026-04-04,2.239,2026-04-03T20:31:12+02:00
2026-04-05,2.239,2026-04-04T18:16:14+02:00
