date,price,last_update
2026-04-01,2.079,2026-04-01T09:57:48+02:00
2026-04-02,2.069,2026-04-02T11:19:30+02:00
2026-04-03,2.139,2026-04-02T15:48:19+02:00
2026-04-04,2.169,2026-04-04T10:52:27+02:00
2026-04-05,2.189,2026-04-05T10:54:54+02:00
