"hour","price"
"00",-0.06
"01",-0.06
"02",-0.06
"03",-0.06
"04",-0.06
"05",-0.06
"06",0.15
"07",0.15
"08",0.07
"09",0.03
"10",0.08
"11",0.07
"12",0.03
"13",0.06
"14",0.03
"15",-0.02
"16",0.02
"17",-0.03
"18",-0.04
"19",-0.04
"20",-0.04
"21",-0.04
"22",-0.04
"23",-0.04
