hour,price
0,-0.35
1,-0.35
2,-0.35
3,-0.35
4,-0.35
5,-0.35
6,-0.35
7,-0.35
8,-0.35
9,-0.35
10,-0.35
11,-0.35
12,-0.05
13,-0.08
14,-0.11
15,-0.14
16,-0.17
17,-0.2
18,-0.23
19,-0.26
20,-0.29
21,-0.31
22,-0.31
23,-0.31
