date,price,last_update
2026-04-01,2.129,2026-04-01T09:37:24+02:00
2026-04-02,2.119,2026-04-02T11:12:03+02:00
2026-04-03,2.179,2026-04-02T16:55:19+02:00
2026-04-04,2.169,2026-04-03T18:02:36+02:00
2026-04-05,2.219,2026-04-04T20:01:17+02:00
