hour,price
0,-0.35
1,-0.35
2,-0.35
3,-0.35
4,-0.35
5,-0.35
6,-0.35
7,-0.35
8,-0.36
9,-0.37
10,-0.38
11,-0.39
12,-0.11
13,-0.18
14,-0.28
15,-0.33
16,-0.34
17,-0.35
18,-0.37
19,-0.37
20,-0.38
21,-0.38
22,-0.38
23,-0.38
