"hour","price"
"00",0.1
"01",0.1
"02",0.1
"03",0.1
"04",0.1
"05",0.1
"06",0.1
"07",0.1
"08",0.03
"09",-0.1
"10",-0.06
"11",-0.08
"12",-0.1
"13",-0.06
"14",-0.07
"15",-0.08
"16",-0.04
"17",-0.05
"18",-0.06
"19",-0.04
"20",-0.04
"21",-0.04
"22",-0.04
"23",0.02
