date,price,last_update
2026-04-01,2.149,2026-04-01T10:29:52+02:00
2026-04-02,2.149,2026-04-01T15:47:45+02:00
2026-04-03,2.169,2026-04-03T11:05:06+02:00
2026-04-04,2.219,2026-04-04T11:07:40+02:00
2026-04-05,2.239,2026-04-05T11:05:03+02:00
