date,price,last_update
2026-04-01,2.029,2026-04-01T10:22:39+02:00
2026-04-02,2.079,2026-04-02T09:46:11+02:00
2026-04-03,2.099,2026-04-02T18:32:47+02:00
2026-04-04,2.129,2026-04-03T18:19:06+02:00
2026-04-05,2.139,2026-04-04T19:23:24+02:00
