"hour","price"
0,-0.04
1,0.01
2,0.01
3,0.01
4,0.01
5,0.01
6,0.07
7,0.22
8,0.17
9,0.08
10,0.06
11,0
12,0
13,-0.01
14,-0.05
15,-0.04
16,-0.05
17,-0.06
18,-0.07
19,-0.05
20,-0.07
21,-0.07
22,-0.07
23,-0.07
