hour,price
0,-0.12
1,-0.12
2,-0.12
3,-0.12
4,-0.12
5,-0.12
6,-0.21
7,-0.22
8,-0.22
9,-0.22
10,-0.22
11,-0.22
12,-0.02
13,-0.01
14,-0.02
15,-0.06
16,-0.08
17,-0.1
18,-0.13
19,-0.16
20,-0.18
21,-0.18
22,-0.18
23,-0.18
