"hour","price"
"00",-0.04
"01",-0.04
"02",-0.04
"03",-0.04
"04",-0.04
"05",-0.04
"06",0.13
"07",0.14
"08",0.04
"09",0
"10",0.03
"11",0.03
"12",0
"13",0.02
"14",0.02
"15",0.01
"16",0.02
"17",0
"18",-0.02
"19",-0.02
"20",-0.03
"21",-0.04
"22",-0.05
"23",-0.05
