date,price,last_update
2026-04-01,2.049,2026-04-01T08:18:19+02:00
2026-04-02,2.029,2026-04-02T11:27:42+02:00
2026-04-03,2.099,2026-04-02T15:50:24+02:00
2026-04-04,2.089,2026-04-03T16:09:58+02:00
2026-04-05,2.139,2026-04-04T18:42:13+02:00
