date,price,last_update
2026-04-01,2.069,2026-04-01T10:55:42+02:00
2026-04-02,2.069,2026-04-02T10:18:20+02:00
2026-04-03,2.109,2026-04-03T10:03:09+02:00
2026-04-04,2.139,2026-04-04T09:49:10+02:00
2026-04-05,2.179,2026-04-04T22:18:54+02:00
