hour,price
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,-0.19
7,-0.19
8,-0.19
9,-0.19
10,-0.19
11,-0.19
12,-0.12
13,-0.26
14,-0.26
15,-0.28
16,-0.28
17,-0.28
18,-0.28
19,-0.28
20,-0.28
21,-0.28
22,-0.29
23,-0.31
