date,price,last_update
2026-04-01,2.049,2026-04-01T11:17:13+02:00
2026-04-02,2.039,2026-04-02T10:22:30+02:00
2026-04-03,2.059,2026-04-03T08:46:27+02:00
2026-04-04,2.139,2026-04-04T07:56:57+02:00
2026-04-05,2.139,2026-04-05T07:57:33+02:00
