"hour","price"
"00",-0.05
"01",-0.05
"02",-0.05
"03",-0.05
"04",-0.05
"05",0.06
"06",0.06
"07",0.06
"08",0.06
"09",0.04
"10",0.05
"11",0.02
"12",-0.01
"13",0.04
"14",0.01
"15",-0.01
"16",0.02
"17",-0.01
"18",-0.02
"19",0.01
"20",-0.04
"21",-0.04
"22",-0.04
"23",-0.04
