hour,price
0,-0.25
1,-0.25
2,-0.25
3,-0.25
4,-0.25
5,-0.26
6,-0.26
7,-0.28
8,-0.3
9,-0.3
10,-0.3
11,-0.3
12,-0.02
13,-0.05
14,-0.07
15,-0.11
16,-0.13
17,-0.16
18,-0.19
19,-0.22
20,-0.25
21,-0.26
22,-0.27
23,-0.27
