hour,price
0,0.43
1,0.43
2,0.43
3,0.43
4,0.43
5,0.43
6,0.43
7,0.43
8,0.02
9,-0.03
10,-0.04
11,-0.06
12,0.17
13,0.09
14,0.05
15,0.02
16,0.02
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
