hour,price
0,-0.12
1,-0.12
2,-0.12
3,-0.12
4,-0.12
5,-0.12
6,-0.12
7,-0.13
8,-0.15
9,-0.17
10,-0.19
11,-0.21
12,-0.01
13,-0.05
14,-0.06
15,-0.06
16,-0.08
17,-0.09
18,-0.09
19,-0.09
20,-0.09
21,-0.1
22,-0.1
23,-0.1
