"hour","price"
0,-0.02
1,-0.02
2,-0.02
3,-0.02
4,-0.02
5,0.03
6,0.03
7,0.05
8,0.03
9,0
10,0.05
11,0.03
12,0
13,0.03
14,0.01
15,0
16,0
17,-0.02
18,-0.05
19,-0.02
20,-0.04
21,-0.04
22,-0.01
23,-0.01
