hour,price
0,-0.04
1,-0.04
2,-0.04
3,-0.04
4,-0.04
5,-0.04
6,-0.11
7,-0.15
8,-0.16
9,-0.18
10,-0.19
11,-0.21
12,-0.01
13,-0.01
14,-0.02
15,-0.04
16,-0.05
17,-0.05
18,-0.05
19,-0.05
20,-0.05
21,-0.05
22,-0.05
23,-0.05
