hour,price
0,-0.18
1,-0.25
2,-0.25
3,-0.25
4,-0.25
5,-0.25
6,-0.25
7,-0.03
8,-0.13
9,0.15
10,0.32
11,0.31
12,0.29
13,0.3
14,0.28
15,0.29
16,0.1
17,0.02
18,0.02
19,-0.16
20,-0.07
21,0.01
22,0.01
23,0.0
