hour,price
0,-0.24
1,-0.24
2,-0.24
3,-0.24
4,-0.24
5,-0.24
6,-0.24
7,-0.24
8,-0.24
9,-0.26
10,-0.26
11,-0.26
12,-0.03
13,-0.11
14,-1.3
15,-2.27
16,-2.27
17,-2.27
18,-2.27
19,-2.27
20,-2.27
21,-2.27
22,-2.27
23,-2.27
