hour,price
0,-0.14
1,-0.14
2,-0.14
3,-0.14
4,-0.14
5,-0.14
6,-0.14
7,-0.14
8,-0.16
9,-0.16
10,-0.16
11,-0.16
12,-0.01
13,0.0
14,-0.01
15,-0.03
16,-0.05
17,-0.08
18,-0.1
19,-0.12
20,-0.12
21,-0.12
22,-0.12
23,-0.12
