hour,price
0,-0.13
1,-0.13
2,-0.13
3,-0.13
4,-0.13
5,-0.13
6,-0.16
7,-0.17
8,-0.17
9,-0.18
10,-0.18
11,-0.18
12,-0.04
13,-0.08
14,-0.09
15,-0.09
16,-0.1
17,-0.11
18,-0.13
19,-0.15
20,-0.16
21,-0.16
22,-0.16
23,-0.16
