date,price,last_update
2026-04-01,2.309,2026-04-01T10:34:04+02:00
2026-04-02,2.299,2026-04-02T10:32:49+02:00
2026-04-03,2.349,2026-04-02T15:13:17+02:00
2026-04-04,2.439,2026-04-04T07:31:18+02:00
2026-04-05,2.469,2026-04-05T08:01:36+02:00
