hour,price
0,-0.21
1,-0.21
2,-0.21
3,-0.21
4,-0.21
5,-0.21
6,-0.21
7,-0.21
8,-0.21
9,-0.21
10,-0.22
11,-0.22
12,-0.01
13,-0.01
14,-0.02
15,-0.02
16,-0.05
17,-0.09
18,-0.12
19,-0.14
20,-0.17
21,-0.17
22,-0.17
23,-0.17
